message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path	infos
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeFromWrappedStreams(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.DownsampleStrategy,com.bumptech.glide.load.DecodeFormat,com.bumptech.glide.load.PreferredColorSpace,boolean,int,int,boolean,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	18206	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	METHOD	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeFromWrappedStreams(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.DownsampleStrategy,com.bumptech.glide.load.DecodeFormat,com.bumptech.glide.load.PreferredColorSpace,boolean,int,int,boolean,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeStream(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks,com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool)	32114	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	METHOD	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeStream(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks,com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.Downsampler	getInBitmapString(android.graphics.BitmapFactory.Options)	33428	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	METHOD	com.bumptech.glide.load.resource.bitmap.Downsampler	getInBitmapString(android.graphics.BitmapFactory.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.BitmapTransformation	transform(android.content.Context,com.bumptech.glide.load.engine.Resource,int,int)	3795	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/BitmapTransformation.java	METHOD	com.bumptech.glide.load.resource.bitmap.BitmapTransformation	transform(android.content.Context,com.bumptech.glide.load.engine.Resource,int,int)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/BitmapTransformation.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.bitmap.BitmapEncoder	encode(com.bumptech.glide.load.engine.Resource,java.io.File,com.bumptech.glide.load.Options)	2906	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/BitmapEncoder.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.LazyBitmapDrawableResource	obtain(android.content.Context,android.graphics.Bitmap)	1142	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/LazyBitmapDrawableResource.java	METHOD	com.bumptech.glide.load.resource.bitmap.LazyBitmapDrawableResource	obtain(android.content.Context,android.graphics.Bitmap)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/LazyBitmapDrawableResource.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.LazyBitmapDrawableResource	obtain(android.content.res.Resources,com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,android.graphics.Bitmap)	1620	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/LazyBitmapDrawableResource.java	METHOD	com.bumptech.glide.load.resource.bitmap.LazyBitmapDrawableResource	obtain(android.content.res.Resources,com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,android.graphics.Bitmap)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/LazyBitmapDrawableResource.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.bitmap.VideoDecoder	decode(T,int,int,com.bumptech.glide.load.Options)	6641	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/VideoDecoder.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.VideoDecoder	decode(T,int,int,com.bumptech.glide.load.Options)	7823	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/VideoDecoder.java	METHOD	com.bumptech.glide.load.resource.bitmap.VideoDecoder	decode(T,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/VideoDecoder.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field resourceTransition (line 21) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.request.transition.DrawableCrossFadeFactory	DrawableCrossFadeFactory(int,boolean)	1000	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/transition/DrawableCrossFadeFactory.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.DrawableTransformation	newDrawableResource(android.content.Context,com.bumptech.glide.load.engine.Resource)	3454	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/DrawableTransformation.java	METHOD	com.bumptech.glide.load.resource.bitmap.DrawableTransformation	newDrawableResource(android.content.Context,com.bumptech.glide.load.engine.Resource)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/DrawableTransformation.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.BitmapDrawableDecoder	decode(DataType,int,int,com.bumptech.glide.load.Options)	2070	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/BitmapDrawableDecoder.java	METHOD	com.bumptech.glide.load.resource.bitmap.BitmapDrawableDecoder	decode(DataType,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/BitmapDrawableDecoder.java
PASS_NULLABLE	passing @Nullable parameter 'BitmapResource.obtain(((BitmapDrawable) drawable).getBitmap(), bitmapPool)' where @NonNull is required	com.bumptech.glide.load.resource.transcode.DrawableBytesTranscoder	transcode(com.bumptech.glide.load.engine.Resource,com.bumptech.glide.load.Options)	1596	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/transcode/DrawableBytesTranscoder.java	PARAMETER	com.bumptech.glide.load.resource.transcode.ResourceTranscoder	transcode(com.bumptech.glide.load.engine.Resource,com.bumptech.glide.load.Options)	toTranscode	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/transcode/ResourceTranscoder.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.gif.GifFrameResourceDecoder	decode(com.bumptech.glide.gifdecoder.GifDecoder,int,int,com.bumptech.glide.load.Options)	1073	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/GifFrameResourceDecoder.java	METHOD	com.bumptech.glide.load.resource.gif.GifFrameResourceDecoder	decode(com.bumptech.glide.gifdecoder.GifDecoder,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/GifFrameResourceDecoder.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.gif.ByteBufferGifDecoder	handles(java.nio.ByteBuffer,com.bumptech.glide.load.Options)	3055	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/ByteBufferGifDecoder.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.gif.ByteBufferGifDecoder	decode(java.nio.ByteBuffer,int,int,com.bumptech.glide.load.Options)	3392	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/ByteBufferGifDecoder.java	METHOD	com.bumptech.glide.load.resource.gif.ByteBufferGifDecoder	decode(java.nio.ByteBuffer,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/ByteBufferGifDecoder.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.gif.StreamGifDecoder	handles(java.io.InputStream,com.bumptech.glide.load.Options)	1573	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.gif.StreamGifDecoder	decode(java.io.InputStream,int,int,com.bumptech.glide.load.Options)	1951	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java	METHOD	com.bumptech.glide.load.resource.gif.StreamGifDecoder	decode(java.io.InputStream,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.gif.StreamGifDecoder	decode(java.io.InputStream,int,int,com.bumptech.glide.load.Options)	2025	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java	METHOD	com.bumptech.glide.load.resource.gif.StreamGifDecoder	decode(java.io.InputStream,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.gif.StreamGifDecoder	inputStreamToBytes(java.io.InputStream)	2595	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java	METHOD	com.bumptech.glide.load.resource.gif.StreamGifDecoder	inputStreamToBytes(java.io.InputStream)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/gif/StreamGifDecoder.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field data (line 72) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.model.DataUrlLoader$DataUriFetcher	DataUriFetcher(java.lang.String,com.bumptech.glide.load.model.DataUrlLoader.DataDecoder)	2367	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/DataUrlLoader.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field combinedHeaders (line 24) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.model.LazyHeaders	LazyHeaders(java.util.Map)	802	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/LazyHeaders.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.StringLoader	buildLoadData(java.lang.String,int,int,com.bumptech.glide.load.Options)	1124	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/StringLoader.java	METHOD	com.bumptech.glide.load.model.StringLoader	buildLoadData(java.lang.String,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/StringLoader.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.StringLoader	buildLoadData(java.lang.String,int,int,com.bumptech.glide.load.Options)	1147	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/StringLoader.java	METHOD	com.bumptech.glide.load.model.StringLoader	buildLoadData(java.lang.String,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/StringLoader.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.ResourceLoader	buildLoadData(java.lang.Integer,int,int,com.bumptech.glide.load.Options)	1775	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/ResourceLoader.java	METHOD	com.bumptech.glide.load.model.ResourceLoader	buildLoadData(java.lang.Integer,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/ResourceLoader.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field data (line 61) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.model.FileLoader$FileFetcher	FileFetcher(java.io.File,com.bumptech.glide.load.model.FileLoader.FileOpener)	1842	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/FileLoader.java	null	null	null	null	null	null
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.model.stream.HttpGlideUrlLoader	buildLoadData(com.bumptech.glide.load.model.GlideUrl,int,int,com.bumptech.glide.load.Options)	1906	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/stream/HttpGlideUrlLoader.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field model (line 79) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.model.ModelCache$ModelKey	ModelKey()	2781	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/ModelCache.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.stream.UrlLoader	buildLoadData(java.net.URL,int,int,com.bumptech.glide.load.Options)	1121	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/stream/UrlLoader.java	METHOD	com.bumptech.glide.load.model.stream.UrlLoader	buildLoadData(java.net.URL,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/stream/UrlLoader.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.stream.MediaStoreImageThumbLoader	buildLoadData(android.net.Uri,int,int,com.bumptech.glide.load.Options)	1299	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/stream/MediaStoreImageThumbLoader.java	METHOD	com.bumptech.glide.load.model.stream.MediaStoreImageThumbLoader	buildLoadData(android.net.Uri,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/stream/MediaStoreImageThumbLoader.java
PASS_NULLABLE	passing @Nullable parameter 'getHeaders(model, width, height, options)' where @NonNull is required	com.bumptech.glide.load.model.stream.BaseGlideUrlLoader	buildLoadData(Model,int,int,com.bumptech.glide.load.Options)	1787	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/stream/BaseGlideUrlLoader.java	PARAMETER	com.bumptech.glide.load.model.GlideUrl	GlideUrl(java.lang.String,com.bumptech.glide.load.model.Headers)	headers	1	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/GlideUrl.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.UrlUriLoader	buildLoadData(android.net.Uri,int,int,com.bumptech.glide.load.Options)	1081	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/UrlUriLoader.java	METHOD	com.bumptech.glide.load.model.UrlUriLoader	buildLoadData(android.net.Uri,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/UrlUriLoader.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields full (line 14), thumb (line 15) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.request.ThumbnailRequestCoordinator	ThumbnailRequestCoordinator(java.lang.Object,com.bumptech.glide.request.RequestCoordinator)	859	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/ThumbnailRequestCoordinator.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field transition (line 15) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.request.transition.ViewAnimationFactory	ViewAnimationFactory(com.bumptech.glide.request.transition.ViewTransition.ViewTransitionAnimationFactory)	865	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/transition/ViewAnimationFactory.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field animation (line 12) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.request.transition.ViewPropertyAnimationFactory	ViewPropertyAnimationFactory(com.bumptech.glide.request.transition.ViewPropertyTransition.Animator)	437	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/transition/ViewPropertyAnimationFactory.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'resource' where @NonNull is required	com.bumptech.glide.request.target.ThumbnailImageViewTarget	setResource(T)	1530	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ThumbnailImageViewTarget.java	PARAMETER	com.bumptech.glide.request.target.ThumbnailImageViewTarget	getDrawable(T)	resource	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ThumbnailImageViewTarget.java
PASS_NULLABLE	passing @Nullable parameter 'placeholder' where @NonNull is required	com.bumptech.glide.request.target.ImageViewTarget	onLoadStarted(android.graphics.drawable.Drawable)	2016	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ImageViewTarget.java	PARAMETER	com.bumptech.glide.request.target.ImageViewTarget	setDrawable(android.graphics.drawable.Drawable)	drawable	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ImageViewTarget.java
PASS_NULLABLE	passing @Nullable parameter 'errorDrawable' where @NonNull is required	com.bumptech.glide.request.target.ImageViewTarget	onLoadFailed(android.graphics.drawable.Drawable)	2426	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ImageViewTarget.java	PARAMETER	com.bumptech.glide.request.target.ImageViewTarget	setDrawable(android.graphics.drawable.Drawable)	drawable	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ImageViewTarget.java
PASS_NULLABLE	passing @Nullable parameter 'placeholder' where @NonNull is required	com.bumptech.glide.request.target.ImageViewTarget	onLoadCleared(android.graphics.drawable.Drawable)	2895	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ImageViewTarget.java	PARAMETER	com.bumptech.glide.request.target.ImageViewTarget	setDrawable(android.graphics.drawable.Drawable)	drawable	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/ImageViewTarget.java
WRONG_OVERRIDE_PARAM	parameter resource is @NonNull, but parameter in superclass method com.bumptech.glide.request.target.ImageViewTarget.setResource(Z) is @Nullable	com.bumptech.glide.request.target.BitmapImageViewTarget	setResource(android.graphics.Bitmap)	920	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/BitmapImageViewTarget.java	PARAMETER	com.bumptech.glide.request.target.BitmapImageViewTarget	setResource(android.graphics.Bitmap)	resource	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/BitmapImageViewTarget.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.target.AppWidgetTarget	AppWidgetTarget(android.content.Context,int,int,int,android.widget.RemoteViews,int[])	2360	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/AppWidgetTarget.java	FIELD	com.bumptech.glide.request.target.AppWidgetTarget	null	componentName	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/AppWidgetTarget.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.target.AppWidgetTarget	AppWidgetTarget(android.content.Context,int,int,int,android.widget.RemoteViews,android.content.ComponentName)	4350	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/AppWidgetTarget.java	FIELD	com.bumptech.glide.request.target.AppWidgetTarget	null	widgetIds	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/AppWidgetTarget.java
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.request.target.NotificationTarget	NotificationTarget(android.content.Context,int,android.widget.RemoteViews,android.app.Notification,int)	2091	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/NotificationTarget.java	PARAMETER	com.bumptech.glide.request.target.NotificationTarget	NotificationTarget(android.content.Context,int,android.widget.RemoteViews,android.app.Notification,int,java.lang.String)	notificationTag	5	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/NotificationTarget.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields resource (line 96), loadStatus (line 99) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.request.SingleRequest	SingleRequest(android.content.Context,com.bumptech.glide.GlideContext,java.lang.Object,java.lang.Object,java.lang.Class,com.bumptech.glide.request.BaseRequestOptions,int,int,com.bumptech.glide.Priority,com.bumptech.glide.request.target.Target,com.bumptech.glide.request.RequestListener,java.util.List,com.bumptech.glide.request.RequestCoordinator,com.bumptech.glide.load.engine.Engine,com.bumptech.glide.request.transition.TransitionFactory,java.util.concurrent.Executor)	5324	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.SingleRequest	cancel()	9961	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	FIELD	com.bumptech.glide.request.SingleRequest	null	loadStatus	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.SingleRequest	clear()	11253	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	FIELD	com.bumptech.glide.request.SingleRequest	null	resource	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.request.SingleRequest	getErrorDrawable()	12530	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	METHOD	com.bumptech.glide.request.SingleRequest	getErrorDrawable()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.request.SingleRequest	getPlaceholderDrawable()	12918	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	METHOD	com.bumptech.glide.request.SingleRequest	getPlaceholderDrawable()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.request.SingleRequest	getFallbackDrawable()	13288	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	METHOD	com.bumptech.glide.request.SingleRequest	getFallbackDrawable()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
PASS_NULLABLE	passing @Nullable parameter 'model' where @NonNull is required	com.bumptech.glide.request.SingleRequest	onSizeReady(int,int)	14937	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	PARAMETER	com.bumptech.glide.load.engine.Engine	load(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,com.bumptech.glide.load.Options,boolean,boolean,boolean,boolean,com.bumptech.glide.request.ResourceCallback,java.util.concurrent.Executor)	model	1	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/Engine.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.SingleRequest	onSizeReady(int,int)	16026	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	FIELD	com.bumptech.glide.request.SingleRequest	null	loadStatus	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.SingleRequest	onResourceReady(com.bumptech.glide.load.engine.Resource,com.bumptech.glide.load.DataSource,boolean)	17714	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	FIELD	com.bumptech.glide.request.SingleRequest	null	loadStatus	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.SingleRequest	onResourceReady(com.bumptech.glide.load.engine.Resource,com.bumptech.glide.load.DataSource,boolean)	18271	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java	FIELD	com.bumptech.glide.request.SingleRequest	null	resource	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/SingleRequest.java
