message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path	infos
METHOD_NO_INIT	initializer method does not guarantee @NonNull field current (line 22) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.prefill.BitmapPreFiller	BitmapPreFiller(com.bumptech.glide.load.engine.cache.MemoryCache,com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,com.bumptech.glide.load.DecodeFormat)	734	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/prefill/BitmapPreFiller.java	null	null	null	null	null	null
FIELD_NO_INIT	@NonNull field engine not initialized	com.bumptech.glide.GlideBuilder	engine	2294	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	engine	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field bitmapPool not initialized	com.bumptech.glide.GlideBuilder	bitmapPool	2319	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	bitmapPool	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field arrayPool not initialized	com.bumptech.glide.GlideBuilder	arrayPool	2352	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	arrayPool	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field memoryCache not initialized	com.bumptech.glide.GlideBuilder	memoryCache	2383	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	memoryCache	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field sourceExecutor not initialized	com.bumptech.glide.GlideBuilder	sourceExecutor	2418	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	sourceExecutor	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field diskCacheExecutor not initialized	com.bumptech.glide.GlideBuilder	diskCacheExecutor	2458	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	diskCacheExecutor	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field diskCacheFactory not initialized	com.bumptech.glide.GlideBuilder	diskCacheFactory	2501	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	diskCacheFactory	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field memorySizeCalculator not initialized	com.bumptech.glide.GlideBuilder	memorySizeCalculator	2547	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	memorySizeCalculator	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field connectivityMonitorFactory not initialized	com.bumptech.glide.GlideBuilder	connectivityMonitorFactory	2600	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	connectivityMonitorFactory	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
FIELD_NO_INIT	@NonNull field animationExecutor not initialized	com.bumptech.glide.GlideBuilder	animationExecutor	2997	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	animationExecutor	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setBitmapPool(com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool)	3505	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	bitmapPool	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setArrayPool(com.bumptech.glide.load.engine.bitmap_recycle.ArrayPool)	3844	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	arrayPool	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setMemoryCache(com.bumptech.glide.load.engine.cache.MemoryCache)	4302	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	memoryCache	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setDiskCache(com.bumptech.glide.load.engine.cache.DiskCache.Factory)	4870	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	diskCacheFactory	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setSourceExecutor(com.bumptech.glide.load.engine.executor.GlideExecutor)	6389	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	sourceExecutor	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setDiskCacheExecutor(com.bumptech.glide.load.engine.executor.GlideExecutor)	7193	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	diskCacheExecutor	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setAnimationExecutor(com.bumptech.glide.load.engine.executor.GlideExecutor)	7888	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	animationExecutor	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setMemorySizeCalculator(com.bumptech.glide.load.engine.cache.MemorySizeCalculator)	11999	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	memorySizeCalculator	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.GlideBuilder	setConnectivityMonitorFactory(com.bumptech.glide.manager.ConnectivityMonitorFactory)	12570	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java	FIELD	com.bumptech.glide.GlideBuilder	null	connectivityMonitorFactory	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/GlideBuilder.java
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.provider.LoadPathCache	NO_PATHS_SIGNAL	728	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/provider/LoadPathCache.java	PARAMETER	com.bumptech.glide.load.engine.LoadPath	LoadPath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,androidx.core.util.Pools.Pool)	listPool	4	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/LoadPath.java
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.provider.LoadPathCache	NO_PATHS_SIGNAL	867	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/provider/LoadPathCache.java	PARAMETER	com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	listPool	5	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodePath.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.DecodePath	decode(com.bumptech.glide.load.data.DataRewinder,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodePath.DecodeCallback)	2302	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodePath.java	METHOD	com.bumptech.glide.load.engine.DecodePath	decode(com.bumptech.glide.load.data.DataRewinder,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodePath.DecodeCallback)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodePath.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field keyBytes (line 36) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.Option	Option(java.lang.String,T,com.bumptech.glide.load.Option.CacheKeyUpdater)	3481	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/Option.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.Option	Option(java.lang.String,T,com.bumptech.glide.load.Option.CacheKeyUpdater)	3650	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/Option.java	FIELD	com.bumptech.glide.load.Option	null	defaultValue	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/Option.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.model.MultiModelLoader	buildLoadData(Model,int,int,com.bumptech.glide.load.Options)	2169	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/MultiModelLoader.java	METHOD	com.bumptech.glide.load.model.MultiModelLoader	buildLoadData(Model,int,int,com.bumptech.glide.load.Options)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/MultiModelLoader.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields priority (line 81), callback (line 82) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.model.MultiModelLoader$MultiFetcher	MultiFetcher(java.util.List,androidx.core.util.Pools.Pool)	3085	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/model/MultiModelLoader.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields first (line 9), second (line 10), third (line 11) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.MultiClassKey	MultiClassKey()	350	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/MultiClassKey.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields first (line 9), second (line 10), third (line 11) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.MultiClassKey	MultiClassKey(java.lang.Class,java.lang.Class)	405	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/MultiClassKey.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields first (line 9), second (line 10), third (line 11) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.MultiClassKey	MultiClassKey(java.lang.Class,java.lang.Class,java.lang.Class)	510	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/MultiClassKey.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.MultiClassKey	set(java.lang.Class,java.lang.Class,java.lang.Class)	910	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/MultiClassKey.java	FIELD	com.bumptech.glide.util.MultiClassKey	null	third	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/MultiClassKey.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field name (line 453) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	Builder(boolean)	15668	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/executor/GlideExecutor.java	null	null	null	null	null	null
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.engine.prefill.PreFillQueue	remove()	775	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/prefill/PreFillQueue.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.manager.LifecycleRequestManagerRetriever	getOnly(androidx.lifecycle.Lifecycle)	972	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/manager/LifecycleRequestManagerRetriever.java	METHOD	com.bumptech.glide.manager.LifecycleRequestManagerRetriever	getOnly(androidx.lifecycle.Lifecycle)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/manager/LifecycleRequestManagerRetriever.java
FIELD_NO_INIT	@NonNull field request not initialized	com.bumptech.glide.request.target.BaseTarget	request	1421	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/BaseTarget.java	FIELD	com.bumptech.glide.request.target.BaseTarget	null	request	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/BaseTarget.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.request.target.BaseTarget	setRequest(com.bumptech.glide.request.Request)	1517	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/BaseTarget.java	FIELD	com.bumptech.glide.request.target.BaseTarget	null	request	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/target/BaseTarget.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.Jobs	get(com.bumptech.glide.load.Key,boolean)	530	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/Jobs.java	METHOD	com.bumptech.glide.load.engine.Jobs	get(com.bumptech.glide.load.Key,boolean)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/Jobs.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields glideContext (line 53), signature (line 54), priority (line 55), loadKey (line 56), diskCacheStrategy (line 59), options (line 60), callback (line 61), stage (line 63), runReason (line 64), model (line 67), currentThread (line 69), currentSourceKey (line 70), currentAttemptingKey (line 71), currentData (line 72), currentDataSource (line 73), currentFetcher (line 74), currentGenerator (line 76) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.DecodeJob	DecodeJob(com.bumptech.glide.load.engine.DecodeJob.DiskCacheProvider,androidx.core.util.Pools.Pool)	2934	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5724	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	glideContext	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5749	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	signature	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5771	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	options	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5791	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	priority	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5812	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	loadKey	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5832	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	callback	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5853	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	stage	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5871	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	currentGenerator	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5900	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	currentThread	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5926	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	currentSourceKey	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5955	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	currentData	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	5979	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	currentDataSource	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	6009	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	currentFetcher	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob	releaseInternal()	6086	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob	null	model	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.DecodeJob	getNextGenerator()	9658	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	METHOD	com.bumptech.glide.load.engine.DecodeJob	getNextGenerator()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
WRONG_OVERRIDE_PARAM	parameter data is @NonNull, but parameter in superclass method com.bumptech.glide.load.engine.DataFetcherGenerator.FetcherReadyCallback.onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher<?>,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key) is @Nullable	com.bumptech.glide.load.engine.DecodeJob	onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key)	12405	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	PARAMETER	com.bumptech.glide.load.engine.DecodeJob	onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key)	data	1	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.DecodeJob	decodeFromData(com.bumptech.glide.load.data.DataFetcher,Data,com.bumptech.glide.load.DataSource)	15693	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	METHOD	com.bumptech.glide.load.engine.DecodeJob	decodeFromData(com.bumptech.glide.load.data.DataFetcher,Data,com.bumptech.glide.load.DataSource)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.load.engine.DecodeJob	logWithTimeAndKey(java.lang.String,long)	17983	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	PARAMETER	com.bumptech.glide.load.engine.DecodeJob	logWithTimeAndKey(java.lang.String,long,java.lang.String)	extraArgs	2	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
PASS_NULLABLE	passing @Nullable parameter 'appliedTransformation' where @NonNull is required	com.bumptech.glide.load.engine.DecodeJob	onResourceDecoded(com.bumptech.glide.load.DataSource,com.bumptech.glide.load.engine.Resource)	20125	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	PARAMETER	com.bumptech.glide.load.engine.ResourceCacheKey	ResourceCacheKey(com.bumptech.glide.load.engine.bitmap_recycle.ArrayPool,com.bumptech.glide.load.Key,com.bumptech.glide.load.Key,int,int,com.bumptech.glide.load.Transformation,java.lang.Class,com.bumptech.glide.load.Options)	appliedTransformation	5	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheKey.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields key (line 688), encoder (line 689), toEncode (line 690) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	DeferredEncodeManager()	22399	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	clear()	23234	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	null	key	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	clear()	23252	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	null	encoder	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
